player_id,player,role,age,bat_hand,bowl_type,is_spinner,is_pacer,is_overseas,injury_risk,is_pp_bowler,is_death_bowler,is_pp_batter,is_death_hitter
700,Matt Young,BAT,18,R,,0,0,0,0.178,0,0,1,1
701,Aiden Fortuin,BAT,36,L,,0,0,0,0.597,0,0,1,1
702,Shan Iftikhar,BAT,19,R,,0,0,1,0.168,0,0,1,1
703,Angelo Kumara,BAT,29,R,,0,0,0,0.355,0,0,0,0
704,Fabian Motie,AR,35,R,SPIN,1,0,0,0.621,0,0,0,0
705,Zak Overton,BAT,33,R,,0,0,0,0.394,0,0,0,0
706,Tom Crawley,BOWL,22,R,SPIN,1,0,0,0.465,0,0,0,0
707,Mark Woakes,AR,27,R,PACE,0,1,0,0.638,1,1,0,0
708,Ben Bethell,AR,29,R,PACE,0,1,1,0.639,0,0,1,0
709,Mohammed Samson,BOWL,34,R,SPIN,1,0,0,0.58,0,0,0,0
710,Jonny Carse,BOWL,26,L,SPIN,1,0,0,0.345,0,0,0,0
711,Pat Wade,WK,23,L,,0,0,0,0.401,0,0,0,0
712,Henry Blundell,BOWL,34,L,SPIN,1,0,0,0.362,0,0,0,0
713,Wayne Coetzee,AR,36,L,PACE,0,1,1,0.749,1,1,1,1
714,Faheem Saleem,AR,28,L,SPIN,1,0,1,0.598,1,1,1,1
715,Dimuth Gunathilaka,AR,18,L,PACE,0,1,0,0.33,1,1,1,1
716,Dwayne Hosein,BAT,28,L,,0,0,1,0.284,0,0,0,0
717,Moeen Rashid,BOWL,36,L,SPIN,1,0,0,0.47,1,1,0,0
718,Jonny Broad,BAT,38,L,,0,0,0,0.815,0,0,1,0
719,Tom Carse,BOWL,26,L,SPIN,1,0,0,0.425,1,1,0,0
720,Sam Buttler,WK,21,R,,0,0,0,0.465,0,0,1,1
721,Deepak Pant,BOWL,30,R,PACE,0,1,0,0.565,1,1,0,0
722,Ben Woakes,BOWL,35,R,PACE,0,1,0,0.71,1,0,0,0
723,Marnus Carey,BAT,37,L,,0,0,0,0.825,0,0,1,1
724,Devon O'Rourke,WK,19,R,,0,0,1,0.123,0,0,0,0
725,Aiden Rickelton,BAT,24,L,,0,0,1,0.278,0,0,1,1
726,Salman Saleem,BAT,28,L,,0,0,0,0.516,0,0,0,0
727,Sachith de Silva,BAT,20,L,,0,0,0,0.16,0,0,0,0
728,Kyle Pooran,BAT,36,R,,0,0,0,0.684,0,0,0,0
729,Brydon Sibley,BOWL,20,R,SPIN,1,0,0,0.264,1,0,0,0
730,James Roy,BOWL,31,L,PACE,0,1,0,0.559,0,0,0,0
731,Tom Anderson,BAT,37,L,,0,0,0,0.559,0,0,1,1
732,Moeen Pope,BAT,32,L,,0,0,0,0.455,0,0,1,1
733,Suryakumar Gaikwad,BAT,34,R,,0,0,0,0.554,0,0,1,0
734,Ollie Lawrence,BOWL,23,R,SPIN,1,0,0,0.241,0,0,0,0
735,Usman Smith,BAT,35,R,,0,0,0,0.483,0,0,0,0
736,Trent Sears,BOWL,26,L,SPIN,1,0,1,0.394,1,1,0,0
737,Vernon du Plessis,BAT,19,R,,0,0,0,0.203,0,0,1,1
738,Haris Azam,BAT,25,L,,0,0,0,0.289,0,0,1,0
739,Nuwan Rajitha,BOWL,25,L,SPIN,1,0,0,0.417,1,0,0,0
740,Shamarh Mayers,BOWL,28,R,PACE,0,1,0,0.58,1,1,0,0
741,Jos Broad,BAT,23,R,,0,0,0,0.181,0,0,0,0
742,Chris Lawrence,BAT,27,R,,0,0,0,0.3,0,0,1,1
743,Jamie Overton,AR,26,L,PACE,0,1,0,0.457,0,0,0,0
744,Zak Brook,BAT,24,R,,0,0,0,0.437,0,0,0,0
745,Sanju Iyer,BOWL,32,R,SPIN,1,0,0,0.504,0,0,0,0
746,Ben Crawley,BOWL,24,R,PACE,0,1,0,0.44,1,1,0,0
747,Usman Lyon,BAT,34,R,,0,0,0,0.445,0,0,1,1
748,Mitchell Latham,BOWL,23,L,PACE,0,1,0,0.407,0,0,0,0
749,Marco Shamsi,AR,36,R,PACE,0,1,0,0.739,0,0,1,1
750,Faheem Afridi,AR,25,R,PACE,0,1,0,0.3,0,0,0,0
751,Kusal Karunaratne,BAT,18,R,,0,0,0,0.363,0,0,0,0
752,Shamarh Hetmyer,BAT,21,R,,0,0,0,0.452,0,0,0,0
753,Mark Curran,BAT,34,R,,0,0,0,0.614,0,0,1,1
754,Matt Root,BOWL,36,L,PACE,0,1,0,0.531,0,0,0,0
755,Matt Carse,BOWL,22,R,PACE,0,1,0,0.6,1,1,0,0
756,Moeen Ali,BAT,30,R,,0,0,0,0.509,0,0,0,0
757,Deepak Chahal,BAT,30,R,,0,0,0,0.458,0,0,0,0
758,Liam Buttler,AR,20,R,SPIN,1,0,1,0.265,1,0,0,0
759,Marnus Agar,BAT,27,L,,0,0,1,0.459,0,0,1,1
760,Rachin Santner,BOWL,32,R,PACE,0,1,1,0.467,1,1,0,0
761,Keshav Parnell,BOWL,38,L,PACE,0,1,0,0.582,0,0,0,0
762,Shaheen Ahmed,BAT,35,R,,0,0,0,0.726,0,0,1,0
763,Kusal Mathews,BAT,20,R,,0,0,0,0.212,0,0,1,1
764,Dwayne Hetmyer,BAT,22,R,,0,0,0,0.324,0,0,0,0
765,Tom Curran,AR,27,R,PACE,0,1,0,0.559,0,0,1,1
766,Rehan Woakes,BAT,21,L,,0,0,0,0.386,0,0,0,1
767,Craig Stokes,BAT,29,R,,0,0,0,0.373,0,0,0,0
768,Chris Bairstow,BAT,18,R,,0,0,0,0.342,0,0,1,1
769,Washington Kishan,BAT,20,R,,0,0,0,0.336,0,0,1,1
770,Jamie Anderson,BOWL,18,R,PACE,0,1,0,0.305,0,0,0,0
771,Marnus Smith,BAT,24,L,,0,0,1,0.236,0,0,0,0
772,Trent Munro,BOWL,34,L,SPIN,1,0,0,0.57,1,1,0,0
773,Aiden Bavuma,BOWL,21,R,PACE,0,1,0,0.325,0,1,0,0
774,Faheem Gul,AR,38,L,SPIN,1,0,1,0.542,1,0,1,0
775,Dilshan Dickwella,BAT,23,L,,0,0,0,0.257,0,0,1,0
776,Kieron Powell,AR,18,R,PACE,0,1,0,0.418,1,1,1,1
777,Liam Roy,BOWL,25,R,SPIN,1,0,0,0.278,1,1,0,0
778,Zak Pope,BAT,33,R,,0,0,0,0.519,0,0,1,1
779,Craig Buttler,AR,20,L,SPIN,1,0,0,0.203,0,0,0,0
780,Sam Broad,AR,19,L,PACE,0,1,1,0.335,1,1,0,0
781,Tilak Bishnoi,BAT,35,R,,0,0,0,0.412,0,0,0,0
782,Ben Carse,AR,30,L,PACE,0,1,1,0.654,1,1,0,0
783,Cameron Abbott,BOWL,25,L,PACE,0,1,1,0.551,1,1,0,0
784,Will Wagner,BOWL,33,R,PACE,0,1,0,0.588,0,0,0,0
785,Heinrich de Zorzi,WK,35,R,,0,0,0,0.661,0,0,0,0
786,Wahab Irfan,BAT,25,L,,0,0,0,0.341,0,0,1,1
787,Thisara Lakmal,AR,29,L,SPIN,1,0,0,0.391,0,0,0,0
788,Roston Mayers,BAT,18,R,,0,0,0,0.158,0,0,0,0
789,Joe Broad,AR,24,R,PACE,0,1,0,0.491,0,1,0,0
790,Chris Salt,BOWL,30,R,SPIN,1,0,1,0.397,1,0,0,0
791,Jofra Carse,BAT,22,R,,0,0,0,0.259,0,0,0,0
792,Liam Bethell,BOWL,38,R,PACE,0,1,0,0.657,1,1,0,0
793,Yuzvendra Bishnoi,BAT,38,R,,0,0,0,0.697,0,0,0,1
794,Matt Potts,BAT,23,R,,0,0,0,0.259,0,0,1,1
795,Steve Hazlewood,BAT,26,R,,0,0,1,0.347,0,0,0,0
796,Martin Ferguson,BAT,21,R,,0,0,1,0.306,0,0,0,0
797,Quinton Markram,BAT,28,R,,0,0,0,0.448,0,0,1,1
798,Naseem Shakeel,BAT,20,L,,0,0,0,0.184,0,0,0,0
799,Pathum Chandimal,BOWL,26,R,PACE,0,1,0,0.218,0,0,0,0
800,Alzarri Pooran,BOWL,29,R,SPIN,1,0,0,0.558,1,1,0,0
801,Dom Stokes,BOWL,30,R,PACE,0,1,0,0.594,0,0,0,0
802,Liam Pope,BAT,30,R,,0,0,1,0.458,0,0,0,0
803,Harry Woakes,AR,22,R,PACE,0,1,0,0.315,0,0,0,0
804,Craig Roy,BOWL,34,R,SPIN,1,0,1,0.643,1,1,0,0
805,Shreyas Pandya,BAT,32,R,,0,0,0,0.658,0,0,0,0
806,Matt Bairstow,BAT,33,R,,0,0,0,0.659,0,0,1,1
807,Alex Hazlewood,BOWL,27,R,PACE,0,1,0,0.627,1,0,0,0
808,Mark Henry,BAT,36,R,,0,0,0,0.41,0,0,0,0
809,Dale Mulder,BOWL,26,L,PACE,0,1,0,0.461,1,1,0,0
810,Agha Zaman,WK,34,L,,0,0,0,0.618,0,0,0,0
811,Niroshan Chandimal,BAT,22,R,,0,0,1,0.277,0,0,0,0
812,Jayden Brooks,BAT,23,R,,0,0,0,0.256,0,0,0,0
813,Jofra Archer,WK,29,R,,0,0,0,0.512,0,0,1,0
814,Moeen Overton,BOWL,29,R,SPIN,1,0,0,0.344,0,0,0,0
815,Brydon Curran,BAT,33,R,,0,0,0,0.595,0,0,1,1
816,Matt Sibley,AR,24,R,PACE,0,1,0,0.438,1,0,0,0
817,Rohit Jadeja,AR,36,R,SPIN,1,0,0,0.426,0,0,0,0
818,Craig Anderson,BOWL,24,R,SPIN,1,0,0,0.384,1,0,0,0
819,Travis Lyon,BOWL,29,R,PACE,0,1,0,0.562,0,0,0,0
820,Doug Sears,BAT,37,L,,0,0,1,0.591,0,0,1,1
821,Dale Amla,BAT,29,L,,0,0,0,0.48,0,0,0,1
822,Shadab Khurram,BOWL,32,R,SPIN,1,0,0,0.555,0,0,0,0
823,Kusal Lakmal,BAT,37,R,,0,0,0,0.648,0,0,0,0
824,Nicholas Russell,BOWL,38,R,SPIN,1,0,1,0.671,1,0,0,0
825,Jonny Pope,AR,28,L,PACE,0,1,0,0.585,1,1,0,0
826,Jack Carse,BAT,26,R,,0,0,1,0.398,0,0,0,1
827,Harry Bethell,BOWL,22,R,SPIN,1,0,0,0.177,0,0,0,0
828,Adil Bethell,BAT,29,R,,0,0,0,0.331,0,0,0,0
829,Prasidh Kohli,AR,37,L,PACE,0,1,0,0.718,0,0,0,0
830,Ollie Archer,BAT,28,R,,0,0,0,0.412,0,0,0,0
831,Aaron Head,BOWL,25,R,PACE,0,1,0,0.56,1,1,0,0
832,Will Kuggeleijn,BOWL,20,R,SPIN,1,0,0,0.185,0,0,0,0
833,Wayne Elgar,BOWL,26,R,PACE,0,1,0,0.418,0,0,0,0
834,Salman Rizwan,BOWL,22,R,SPIN,1,0,1,0.156,1,0,0,0
835,Chaturanga Perera,BOWL,38,R,PACE,0,1,0,0.826,1,1,0,0
836,Darren Hosein,BOWL,29,R,SPIN,1,0,0,0.635,1,1,0,0
837,Mark Archer,BOWL,20,R,PACE,0,1,0,0.53,1,1,0,0
838,Sam Root,WK,19,R,,0,0,0,0.294,0,0,1,1
839,Liam Root,BOWL,35,L,SPIN,1,0,0,0.628,1,1,0,0
840,Liam Anderson,BOWL,37,R,PACE,0,1,0,0.877,0,1,0,0
841,Washington Samson,BAT,34,R,,0,0,0,0.488,0,0,1,1
842,Dom Broad,AR,20,R,SPIN,1,0,0,0.328,0,0,0,0
843,Ryan Maxwell,BOWL,20,R,SPIN,1,0,0,0.268,1,1,0,0
844,Tom Southee,BOWL,22,R,PACE,0,1,0,0.535,1,1,0,0
845,Anrich Hendricks,BAT,33,L,,0,0,1,0.56,0,0,1,1
846,Babar Zaman,AR,34,R,PACE,0,1,0,0.77,1,1,0,0
847,Dimuth Hasaranga,BOWL,35,L,PACE,0,1,0,0.671,0,1,0,0
848,Jason Hope,BOWL,20,R,SPIN,1,0,1,0.327,1,1,0,0
849,Adil Overton,BAT,21,R,,0,0,0,0.238,0,0,1,1
850,Jack Archer,WK,36,R,,0,0,0,0.6,0,0,1,0
851,Zak Ali,BAT,37,R,,0,0,1,0.599,0,0,0,0
852,Brydon Woakes,BAT,33,R,,0,0,0,0.623,0,0,1,0
853,Virat Dube,AR,20,R,SPIN,1,0,1,0.202,0,0,0,0
854,Moeen Ahmed,AR,19,R,SPIN,1,0,0,0.371,1,1,1,0
855,Nathan Cummins,BAT,19,R,,0,0,1,0.337,0,0,0,0
856,Doug Kuggeleijn,BOWL,32,R,SPIN,1,0,1,0.509,1,1,0,0
857,Faf Steyn,BOWL,35,L,PACE,0,1,0,0.755,0,0,0,0
858,Salman Zaman,AR,31,R,PACE,0,1,1,0.699,1,1,0,0
859,Lahiru Shanaka,BAT,23,R,,0,0,0,0.347,0,0,1,0
860,Kieran Hope,BOWL,33,R,PACE,0,1,0,0.597,0,0,0,0
861,Rehan Pope,BOWL,19,R,SPIN,1,0,0,0.293,0,1,0,0
862,Stuart Anderson,BOWL,35,R,SPIN,1,0,0,0.642,1,1,0,0
863,Mark Ali,AR,36,R,PACE,0,1,0,0.772,0,1,1,0
864,Ollie Sibley,BOWL,33,R,SPIN,1,0,0,0.291,1,1,0,0
865,Jasprit Samson,BAT,36,L,,0,0,0,0.497,0,0,0,0
866,Jason Crawley,AR,30,R,PACE,0,1,0,0.574,0,0,0,0
867,Adam Inglis,AR,27,R,SPIN,1,0,1,0.403,1,1,0,0
868,Henry Southee,AR,24,R,SPIN,1,0,0,0.457,1,1,0,0
869,Aiden Steyn,BAT,37,R,,0,0,1,0.751,0,0,0,0
870,Imam Saleem,BAT,32,R,,0,0,1,0.452,0,0,1,1
871,Sachith Dananjaya,BOWL,22,R,PACE,0,1,0,0.247,1,1,0,0
872,Shamarh Walsh,BAT,38,R,,0,0,0,0.51,0,0,1,1
873,Zak Lawrence,WK,19,R,,0,0,1,0.386,0,0,1,0
874,Stuart Crawley,BAT,30,R,,0,0,0,0.634,0,0,1,1
875,Ben Ali,BOWL,22,L,SPIN,1,0,0,0.067,0,0,0,0
876,Joe Carse,AR,31,R,PACE,0,1,1,0.536,0,0,0,0
877,Tilak Jadeja,BOWL,26,R,SPIN,1,0,0,0.273,1,1,0,0
878,Liam Brook,BAT,27,L,,0,0,0,0.39,0,0,0,0
879,Tim Zampa,BOWL,32,R,SPIN,1,0,1,0.479,1,0,0,0
880,Ben O'Rourke,BOWL,33,R,SPIN,1,0,0,0.683,1,1,0,0
881,Quinton Amla,BOWL,25,R,SPIN,1,0,1,0.352,1,0,0,0
882,Faheem Rizwan,BOWL,38,L,PACE,0,1,0,0.885,1,1,0,0
883,Niroshan Hasaranga,AR,28,R,SPIN,1,0,0,0.585,1,0,1,0
884,Kyle Hetmyer,BOWL,21,R,PACE,0,1,0,0.356,1,1,0,0
885,Jack Wood,BAT,18,L,,0,0,0,0.296,0,0,0,0
886,Jason Stokes,BAT,22,R,,0,0,1,0.339,0,0,0,0
887,Jamie Archer,BOWL,32,L,PACE,0,1,0,0.479,0,0,0,0
888,James Stokes,BAT,29,L,,0,0,0,0.433,0,0,0,0
889,Yuzvendra Pant,BAT,25,L,,0,0,0,0.297,0,0,0,0
890,Dom Archer,BOWL,28,R,SPIN,1,0,1,0.355,1,1,0,0
891,Travis Stoinis,BAT,35,R,,0,0,0,0.564,0,0,0,0
892,Matt Taylor,WK,30,R,,0,0,0,0.534,0,0,1,1
893,Gerald Maharaj,BAT,19,R,,0,0,0,0.344,0,0,1,1
894,Abrar Irfan,BAT,19,R,,0,0,0,0.337,0,0,0,0
895,Niroshan Fernando,BOWL,28,L,SPIN,1,0,1,0.406,1,0,0,0
896,Shamarh Seales,AR,26,R,SPIN,1,0,1,0.299,1,0,0,0
897,Jofra Sibley,BAT,35,R,,0,0,0,0.582,0,0,0,0
898,Jos Crawley,BAT,30,R,,0,0,0,0.615,0,0,0,0
899,Tom Salt,BAT,33,R,,0,0,0,0.421,0,0,1,1
900,Dom Bairstow,BOWL,30,R,PACE,0,1,0,0.487,1,1,0,0
901,Jasprit Sundar,BOWL,25,R,PACE,0,1,0,0.461,1,1,0,0
902,Mark Buttler,BAT,31,L,,0,0,0,0.369,0,0,0,0
903,Ryan Warner,BAT,31,R,,0,0,0,0.6,0,0,0,1
904,Daryl O'Rourke,BOWL,33,R,SPIN,1,0,1,0.526,1,1,0,0
905,Dean Ngidi,WK,21,R,,0,0,0,0.236,0,0,1,1
906,Agha Mir,BOWL,31,R,PACE,0,1,0,0.757,1,1,0,0
907,Maheesh Karunaratne,BOWL,23,L,PACE,0,1,0,0.319,0,0,0,0
908,Akeal Shepherd,BAT,34,L,,0,0,0,0.585,0,0,0,0
909,Joe Archer,BAT,34,R,,0,0,0,0.629,0,0,1,1
910,Brydon Lawrence,BAT,31,L,,0,0,0,0.59,0,0,1,0
911,Mark Sibley,AR,37,R,SPIN,1,0,0,0.547,0,0,0,0
912,Zak Salt,AR,29,R,SPIN,1,0,0,0.421,0,0,0,0
913,Mohammed Siraj,AR,18,L,PACE,0,1,1,0.282,1,0,0,0
914,Brydon Bethell,WK,30,R,,0,0,1,0.535,0,0,0,0
915,Aaron Inglis,WK,34,R,,0,0,0,0.437,0,0,1,1
916,Neil Nicholls,WK,20,R,,0,0,0,0.139,0,0,0,0
917,Kagiso Steyn,BAT,20,R,,0,0,0,0.399,0,0,1,1
918,Shadab Rauf,BAT,23,R,,0,0,0,0.44,0,0,1,0
919,Chamika Liyanage,BAT,35,R,,0,0,1,0.654,0,0,0,0
920,Kieron Pollard,BOWL,29,R,SPIN,1,0,1,0.314,1,1,0,0
921,Jos Wood,BAT,38,R,,0,0,0,0.582,0,0,0,1
922,Ben Root,AR,36,L,SPIN,1,0,0,0.535,0,0,0,0
923,Adil Salt,BOWL,29,R,SPIN,1,0,0,0.384,0,0,0,0
924,Jason Anderson,BOWL,32,L,PACE,0,1,0,0.49,1,1,0,0
925,Kuldeep Gill,BAT,24,R,,0,0,1,0.42,0,0,1,0
926,Jamie Bethell,BAT,19,R,,0,0,0,0.323,0,0,0,0
927,David Labuschagne,BAT,26,R,,0,0,0,0.45,0,0,0,0
928,Mitchell Duffy,AR,30,L,PACE,0,1,0,0.652,0,0,0,0
929,Dale Bavuma,BOWL,21,R,SPIN,1,0,0,0.346,0,0,0,0
930,Salman Khushdil,BOWL,22,L,PACE,0,1,0,0.527,1,0,0,0
931,Maheesh Rajitha,BAT,18,R,,0,0,1,0.218,0,0,1,0
932,Dwayne Mayers,BAT,33,R,,0,0,0,0.34,0,0,0,1
933,Jos Pope,BOWL,36,R,PACE,0,1,0,0.676,1,0,0,0
934,Adil Stokes,AR,35,R,SPIN,1,0,0,0.823,1,1,0,0
935,James Archer,AR,25,R,PACE,0,1,0,0.539,0,0,0,0
936,Matt Archer,BAT,30,R,,0,0,0,0.451,0,0,1,1
937,Shubman Bishnoi,WK,38,R,,0,0,0,0.689,0,0,1,0
938,Craig Pope,BAT,30,R,,0,0,0,0.468,0,0,0,0
939,Jake Lyon,AR,24,R,SPIN,1,0,0,0.151,1,1,0,1
940,Daryl Nicholls,BAT,25,R,,0,0,1,0.499,0,0,0,1
941,Marco Parnell,BAT,33,R,,0,0,0,0.628,0,0,1,1
942,Danish Zaman,AR,27,R,SPIN,1,0,1,0.362,0,0,0,0
943,Nuwan Asalanka,BAT,35,R,,0,0,0,0.634,0,0,1,1
944,Jayden Athanaze,BOWL,36,R,PACE,0,1,0,0.743,1,0,0,0
945,Jason Archer,BOWL,18,R,PACE,0,1,0,0.288,1,1,0,0
946,Adil Roy,BAT,33,L,,0,0,0,0.496,0,0,1,1
947,Craig Bairstow,BOWL,25,R,SPIN,1,0,0,0.246,0,0,0,0
948,Jason Lawrence,AR,28,R,PACE,0,1,0,0.566,0,0,0,0
949,Rinku Gaikwad,AR,23,L,PACE,0,1,1,0.47,1,0,0,0
950,Ollie Salt,BAT,25,R,,0,0,0,0.231,0,0,1,1
951,Matthew Agar,BOWL,24,R,SPIN,1,0,0,0.357,1,1,0,0
952,Martin Sears,BAT,19,L,,0,0,1,0.073,0,0,0,0
953,Ryan de Kock,BAT,34,L,,0,0,0,0.377,0,0,1,1
954,Danish Khurram,BAT,21,R,,0,0,1,0.334,0,0,1,1
955,Bhanuka Hasaranga,WK,25,R,,0,0,1,0.396,0,0,1,1
956,Kevin Sammy,AR,22,R,PACE,0,1,1,0.421,0,0,0,1
957,Sam Crawley,AR,21,L,PACE,0,1,1,0.271,1,0,0,0
958,Craig Ahmed,BOWL,25,L,SPIN,1,0,0,0.385,1,1,0,0
959,Rehan Broad,BOWL,37,R,PACE,0,1,0,0.624,1,1,0,0
960,Chris Sibley,BOWL,37,R,SPIN,1,0,1,0.565,1,1,0,0
961,Tilak Pant,BOWL,26,R,SPIN,1,0,0,0.48,1,1,0,0
962,Stuart Ali,BOWL,28,R,PACE,0,1,0,0.488,0,0,0,0
963,Usman Labuschagne,BAT,38,R,,0,0,0,0.552,0,0,0,0
964,Jacob Sodhi,BAT,22,R,,0,0,0,0.287,0,0,0,0
965,Tabraiz Maharaj,WK,37,R,,0,0,0,0.637,0,0,1,0
966,Mohammad Nawaz,BOWL,20,R,PACE,0,1,0,0.413,1,1,0,0
967,Maheesh Gunathilaka,WK,22,R,,0,0,1,0.206,0,0,0,0
968,Rovman Seales,BAT,25,R,,0,0,1,0.318,0,0,0,0
969,Jonny Stokes,BOWL,18,R,PACE,0,1,0,0.175,0,0,0,0
970,Moeen Crawley,BAT,35,R,,0,0,0,0.602,0,0,1,1
971,Craig Ali,BAT,35,L,,0,0,0,0.562,0,0,0,0
972,Jason Salt,BAT,26,R,,0,0,0,0.488,0,0,0,0
973,Deepak Varma,BAT,35,R,,0,0,0,0.532,0,0,1,1
974,Ben Buttler,AR,34,R,PACE,0,1,0,0.689,1,1,0,0
975,Cooper Stoinis,BAT,34,R,,0,0,0,0.642,0,0,0,0
976,Rachin Young,BOWL,34,R,PACE,0,1,0,0.364,0,0,0,0
977,Tabraiz Hendricks,BOWL,30,R,SPIN,1,0,0,0.496,1,1,0,0
978,Wahab Masood,BOWL,20,R,PACE,0,1,0,0.332,0,0,0,0
979,Asitha Mendis,BOWL,37,R,PACE,0,1,0,0.678,0,1,0,0
980,Rahkeem Pollard,BAT,30,R,,0,0,0,0.534,0,0,1,1
981,Harry Roy,WK,36,R,,0,0,0,0.641,0,0,1,0
982,Harry Potts,AR,38,R,PACE,0,1,0,0.845,0,0,0,0
983,Matt Broad,BOWL,21,R,PACE,0,1,0,0.324,1,0,0,0
984,Brydon Brook,BOWL,26,R,SPIN,1,0,0,0.431,1,1,0,0
985,Rishabh Sharma,BAT,22,R,,0,0,1,0.396,0,0,0,0
986,Moeen Lawrence,AR,19,R,SPIN,1,0,0,0.02,0,0,0,0
987,Adam Zampa,BAT,38,R,,0,0,0,0.667,0,0,0,1
988,Lockie Nicholls,BAT,37,R,,0,0,0,0.653,0,0,1,1
989,Marco Rabada,BAT,37,L,,0,0,1,0.327,0,0,1,0
990,Faheem Shafique,AR,36,L,SPIN,1,0,1,0.722,1,1,0,0
991,Dushmantha Gunathilaka,BOWL,31,L,SPIN,1,0,0,0.422,0,0,0,0
992,Rahkeem Seales,BOWL,28,R,PACE,0,1,0,0.547,1,1,0,0
993,Jonny Curran,AR,38,R,PACE,0,1,0,0.702,0,0,0,0
994,Craig Broad,BAT,29,R,,0,0,0,0.346,0,0,0,0
995,Mark Crawley,AR,31,R,SPIN,1,0,0,0.512,0,0,0,0
996,Sam Curran,BOWL,22,R,SPIN,1,0,0,0.406,1,1,0,0
997,Rohit Kohli,BOWL,33,R,PACE,0,1,1,0.663,0,1,0,0
998,Chris Ahmed,BAT,35,R,,0,0,1,0.381,0,0,1,1
999,David Green,WK,32,R,,0,0,0,0.569,0,0,1,0
1000,Michael Bracewell,BAT,28,R,,0,0,1,0.334,0,0,0,0
1001,Hashim Coetzee,BAT,22,R,,0,0,0,0.444,0,0,0,0
1002,Zafar Shakeel,BOWL,18,R,SPIN,1,0,0,0.152,0,0,0,0
1003,Charith de Silva,BAT,31,L,,0,0,1,0.426,0,0,1,1
1004,Obed Hope,BAT,32,R,,0,0,0,0.504,0,0,0,0
1005,Stuart Sibley,BOWL,34,R,PACE,0,1,0,0.706,0,1,0,0
1006,Jason Rashid,BOWL,37,R,SPIN,1,0,0,0.606,1,1,0,0
1007,Jamie Curran,AR,28,R,SPIN,1,0,0,0.598,1,1,0,0
1008,Adil Buttler,BAT,35,R,,0,0,0,0.757,0,0,0,0
1009,Shreyas Chahar,BOWL,33,R,SPIN,1,0,0,0.408,0,0,0,0
1010,Jamie Ahmed,BOWL,23,R,PACE,0,1,0,0.356,0,0,0,0
1011,Ryan Hazlewood,BOWL,35,R,SPIN,1,0,0,0.516,1,1,0,0
1012,Finn Mitchell,BOWL,19,R,PACE,0,1,0,0.393,1,1,0,0
1013,Ryan Klaasen,BOWL,30,L,SPIN,1,0,0,0.323,1,1,0,0
1014,Shaheen Khushdil,WK,37,R,,0,0,0,0.536,0,0,0,0
1015,Nuwan Mendis,BAT,31,R,,0,0,0,0.598,0,0,1,0
1016,Kyle Hosein,BAT,37,R,,0,0,0,0.538,0,0,0,0
1017,Rehan Curran,BOWL,19,R,SPIN,1,0,1,0.146,1,0,0,0
1018,Jamie Pope,AR,29,R,PACE,0,1,0,0.497,0,0,0,0
1019,Jack Bethell,BAT,34,R,,0,0,1,0.62,0,0,0,0
1020,Moeen Salt,BOWL,31,L,SPIN,1,0,0,0.453,1,1,0,0
1021,Prithvi Varma,AR,36,R,SPIN,1,0,0,0.636,1,1,1,1
1022,Jofra Crawley,BOWL,27,R,PACE,0,1,1,0.402,0,0,0,0
1023,Marcus Turner,WK,32,R,,0,0,0,0.568,0,0,1,1
1024,Finn Conway,BOWL,26,L,PACE,0,1,0,0.409,1,0,0,0
1025,Gerald Ngidi,BOWL,36,L,SPIN,1,0,0,0.461,0,0,0,0
1026,Faheem Butt,BAT,20,L,,0,0,0,0.463,0,0,1,1
1027,Kasun Lakmal,WK,23,R,,0,0,1,0.264,0,0,0,0
1028,Kemar Carty,BAT,20,R,,0,0,0,0.037,0,0,0,0
1029,Harry Ahmed,BOWL,32,R,SPIN,1,0,1,0.476,0,0,0,0
1030,Liam Woakes,BOWL,22,L,PACE,0,1,0,0.446,0,0,0,0
1031,Zak Sibley,BOWL,24,R,PACE,0,1,1,0.498,1,1,0,0
1032,Dom Overton,BOWL,35,R,PACE,0,1,1,0.744,0,0,0,0
1033,Rinku Tiwary,BOWL,25,R,PACE,0,1,0,0.33,0,0,0,0
1034,Dom Pope,AR,21,R,PACE,0,1,0,0.219,0,0,0,0
1035,Josh Inglis,BOWL,18,R,SPIN,1,0,0,0.142,0,0,0,0
1036,Martin Williamson,BOWL,22,R,SPIN,1,0,0,0.234,1,0,0,0
1037,Temba de Kock,BAT,37,R,,0,0,0,0.496,0,0,1,1
1038,Shadab Afridi,BOWL,29,L,PACE,0,1,1,0.6,1,0,0,0
1039,Dimuth Asalanka,BOWL,38,R,PACE,0,1,1,0.888,1,1,0,0
1040,Nicholas Mayers,BAT,22,L,,0,0,0,0.377,0,0,0,0
1041,Harry Stokes,BAT,25,R,,0,0,0,0.323,0,0,1,1
1042,Sam Roy,BOWL,21,L,PACE,0,1,0,0.343,1,1,0,0
1043,Stuart Carse,BOWL,26,R,PACE,0,1,0,0.411,0,0,0,0
1044,Jos Sibley,BOWL,29,L,SPIN,1,0,0,0.422,0,0,0,0
1045,Shreyas Varma,BAT,34,R,,0,0,0,0.528,0,0,0,0
1046,Jos Bethell,BAT,25,R,,0,0,0,0.379,0,0,1,0
1047,Usman Agar,BAT,34,R,,0,0,0,0.569,0,0,0,0
1048,Neil Kuggeleijn,AR,31,R,PACE,0,1,0,0.592,1,1,0,1
