player_id,matches,player_name,country,domestic_team,batting_style,bowling_style,dominant_hand,primary_role,secondary_role,height_cm,weight_kg,debut_year,experience_years,matches_test,matches_odi,matches_t20,matches_fc,matches_listA,runs,balls_faced_est,runs_per_match,batting_average_est,strike_rate,dot_ball_pct,boundary_pct,boundary_runs_est,fours_est,sixes_est,balls_per_boundary_est,boundary_ball_pct_est,singles_doubles_runs_est,rotation_index,dismissals_est,not_outs_est,fifty_plus_rate_est,century_rate_est,pp_runs,middle_runs_est,death_runs,powerplay_run_share_pct,middle_run_share_pct,death_run_share_pct,pp_sr,middle_sr,death_sr,acceleration_index,phase_balance_index,powerplay_batting_index,middle_overs_batting_index,death_finishing_index,pressure_batting_index,anchor_index,power_hitter_index,red_ball_batting_fit,white_ball_batting_fit,batting_impact_score,batting_rating,wickets,overs_bowled_est,balls_bowled_est,runs_conceded_est,wkts_per_match,bowling_average_est,economy,bowling_strike_rate_est,dot_balls_bowled_est,pp_wkts,middle_wkts_est,death_wkts,pp_eco,middle_eco,death_eco,pp_over_share_pct,middle_over_share_pct,death_over_share_pct,powerplay_bowling_index,middle_overs_bowling_index,death_bowling_index,economy_control_index,wicket_impact_index,new_ball_threat_index,closing_bowler_index,red_ball_bowling_fit,white_ball_bowling_fit,bowling_impact_score,bowling_rating,catches_est,runouts_est,stumpings_est,fielding_rating,availability_score,durability_index,workload_index,last10_bat_avg_est,last10_bowl_avg_est,recent_runs_est,recent_wkts_est,batting_form_index,bowling_form_index,consistency_index,allrounder_index,clutch_index,versatility_index,match_impact_score,county_red_ball_fit,county_white_ball_fit,format_specialism,upside_score,risk_score,market_value_index,salary_band_est,scouting_grade_num,scouting_grade,analyst_recommendation
1248,67,Ollie Bairstow,Zimbabwe,Hampshire,RHB,Medium pace,Right,Utility,Flexible,165,67,2009,17,8,13,24,10,12,1045,784.5,15.6,17.13,133.2,38.1,16.4,171.4,29,9,20.65,4.84,875,111.53,61.0,6.0,0.0,5.14,462,343,240,44.21,32.82,22.97,131.1,132.4,138.7,55.83,77.58,86.85,100.0,85.63,76.78,100.0,84.89,100.0,100.0,86.0,93.0,4,40.6,243,361.4,0.06,90.36,8.91,60.85,93,2,1,1,8.62,9.26,9.12,28.0,50.0,22.0,50.08,56.27,52.17,66.12,22.11,30.66,36.67,47.76,57.23,48.69,50.59,18,4,0,88.24,88,92.47,15.34,17.13,89.16,133,1,63.15,27.82,80.74,71.8,70.39,75.39,60.06,75.94,76.15,Balanced multi-format,84.15,10.13,69.3,Strong squad asset,66.45,B,Monitor
1249,64,Deepak Yadav,India,Middlesex,LHB,Right-arm off-spin,Left,Utility,Flexible,176,72,2010,16,8,12,23,10,11,126,102.8,1.97,2.17,122.6,44.9,14.2,17.9,3,1,25.69,3.89,108,105.09,58.0,6.0,0.0,0.65,52,41,33,41.27,32.54,26.19,123.8,121.0,136.9,60.05,83.46,81.17,94.91,85.28,75.89,87.2,79.19,63.65,96.51,50.55,65.31,54,239.5,1437,2138.4,0.84,39.6,8.93,26.61,645,17,22,15,8.5,8.91,10.04,28.0,50.0,22.0,56.53,66.5,48.49,69.92,78.85,33.62,36.28,72.02,59.07,94.38,79.96,17,3,0,89.28,82,86.27,24.06,2.22,38.41,18,10,46.42,43.48,79.47,72.64,68.56,75.93,77.04,71.32,75.02,Balanced multi-format,69.89,25.37,74.85,Strong squad asset,75.49,B+,Shortlist
1250,88,Stuart Roy,England,Leicestershire,RHB,Right-arm pace,Right,Bowler,Lower-order hitter,187,77,2010,16,12,15,28,15,18,789,578.9,8.97,9.62,136.3,32.1,15.5,122.3,19,8,21.44,4.66,665,114.88,82.0,6.0,0.0,2.89,316,307,166,40.05,38.91,21.04,138.4,138.7,152.7,60.97,76.08,89.88,100.0,92.62,82.11,100.0,87.73,88.31,100.0,71.86,83.01,92,400.3,2402,3190.1,1.05,34.68,7.97,26.1,771,40,29,23,8.71,8.45,9.03,28.0,50.0,22.0,48.31,58.61,52.0,75.68,87.79,33.25,39.02,74.8,60.55,100.0,83.84,21,5,0,96.44,84,84.87,33.87,10.01,33.06,85,9,61.65,50.11,81.14,71.42,72.83,79.34,80.68,76.7,64.24,Red-ball leaning,84.23,19.41,78.28,High-value starter,76.6,B+,Shortlist
1251,57,Marcus Short,Australia,Lancashire,LHB,Medium pace,Left,Utility,Flexible,172,82,2013,13,7,11,20,9,10,69,52.8,1.21,1.33,130.6,38.2,15.8,10.9,1,1,26.42,3.79,59,111.67,52.0,5.0,0.0,0.4,22,36,11,31.88,52.17,15.94,121.0,129.6,145.4,68.71,63.65,77.97,100.0,87.12,80.65,88.55,85.69,57.03,100.0,51.68,65.1,14,76.9,461,736.7,0.25,52.62,9.58,32.96,176,4,6,4,9.1,9.5,10.76,28.0,50.0,22.0,46.54,54.8,37.84,56.8,46.24,26.66,27.19,52.5,47.6,56.59,53.32,16,3,0,89.48,88,91.8,9.02,1.17,49.29,12,2,33.3,33.83,71.91,59.21,65.62,64.49,59.18,59.91,71.35,White-ball leaning,72.38,13.52,64.92,Development / squad,61.76,C+,Monitor
1252,52,Tom Sodhi,New Zealand,Yorkshire,RHB,Right-arm off-spin,Right,Utility,Flexible,183,66,2014,12,6,10,18,8,10,540,397.1,10.38,11.49,136.0,28.7,12.5,67.5,12,3,26.47,3.78,474,119.38,47.0,5.0,0.0,3.45,188,244,108,34.81,45.19,20.0,128.8,128.5,131.6,52.15,74.0,84.41,100.0,80.26,74.85,100.0,73.68,89.15,97.79,73.87,83.67,8,51.1,306,490.8,0.15,61.34,9.61,38.3,88,3,3,2,9.42,9.73,9.85,28.0,50.0,22.0,38.21,44.22,41.53,50.68,37.49,23.68,29.46,44.12,44.36,47.76,46.0,14,4,0,95.51,88,91.47,13.53,10.34,56.44,109,2,48.02,33.3,77.37,64.84,65.48,69.13,55.58,69.86,69.4,Balanced multi-format,89.47,11.76,66.81,Strong squad asset,61.2,C+,Monitor
1253,97,Faf Maharaj,South Africa,Essex,LHB,Left-arm orthodox,Left,Utility,Flexible,168,71,2013,13,12,19,34,15,17,50,38.1,0.52,0.57,131.1,29.0,15.0,7.5,0,1,38.14,2.62,44,115.37,88.0,9.0,0.0,0.17,21,19,10,42.0,38.0,20.0,132.8,113.3,137.6,53.68,74.0,88.66,94.99,83.93,76.09,89.99,81.18,58.78,99.61,49.23,64.21,12,83.6,501,768.0,0.12,64.0,9.19,41.78,145,4,6,2,9.34,9.13,10.4,28.0,50.0,22.0,38.93,49.31,36.59,56.74,33.67,24.27,25.82,46.44,45.24,47.04,46.44,24,5,0,89.89,88,94.47,5.56,0.52,65.28,6,1,36.32,33.54,80.36,55.32,65.31,65.57,56.24,60.93,70.29,White-ball leaning,72.07,9.36,63.01,Development / squad,59.99,C+,Development watchlist
1254,95,Shaheen Shah,Pakistan,Gloucestershire,RHB,Left-arm orthodox,Right,Bowler,Lower-order hitter,179,76,2014,12,13,17,30,17,18,128,120.3,1.35,1.44,106.4,55.2,5.8,7.4,2,0,60.15,1.66,120,99.75,89.0,6.0,0.0,0.43,56,38,34,43.75,29.69,26.56,102.2,101.7,116.4,60.89,78.5,70.26,83.21,72.86,67.21,82.39,53.5,60.35,78.79,43.25,56.41,118,506.8,3041,3471.8,1.24,29.42,6.85,25.77,1679,32,46,40,7.0,7.58,7.09,28.0,50.0,22.0,75.14,86.98,80.98,100.0,96.25,47.69,60.89,94.78,87.13,100.0,95.48,23,6,0,96.65,84,85.33,33.28,1.35,29.52,11,14,37.02,64.51,83.12,63.94,75.32,80.82,88.58,91.28,83.58,Balanced multi-format,88.62,18.51,87.59,Elite / overseas-standard,88.12,A+,Priority target
1255,28,Dinesh Karunaratne,Sri Lanka,Durham,LHB,Right-arm off-spin,Left,Utility,Flexible,190,81,2018,8,3,5,10,4,6,313,260.8,11.18,12.04,120.0,32.3,15.0,47.0,7,3,26.08,3.83,267,102.36,26.0,2.0,0.0,3.61,141,107,65,45.05,34.19,20.77,109.7,116.4,122.2,59.59,75.53,78.67,92.34,75.69,72.96,100.0,75.98,91.3,91.29,71.25,81.27,5,30.3,182,283.0,0.18,56.6,9.35,36.32,59,1,3,1,9.43,9.22,9.61,28.0,50.0,22.0,40.15,51.74,45.3,56.48,40.18,23.42,32.06,49.35,48.48,52.36,50.64,9,1,0,95.57,86,87.87,15.8,11.56,55.84,101,2,51.7,41.85,72.14,65.96,64.46,70.4,57.32,70.87,68.26,Balanced multi-format,78.43,15.21,64.78,Development / squad,62.22,C+,Monitor
1256,100,Rovman Pooran,West Indies,Warwickshire,RHB,Left-arm orthodox,Right,Utility,Flexible,175,65,2015,11,13,20,36,16,15,443,312.6,4.43,4.92,141.7,44.4,13.6,60.2,11,3,22.33,4.48,381,121.87,90.0,10.0,0.0,1.48,176,153,114,39.73,34.54,25.73,139.2,136.0,136.4,47.85,85.47,87.67,100.0,84.78,73.45,99.84,77.72,77.23,100.0,60.75,74.68,87,384.7,2308,3385.1,0.87,38.91,8.8,26.53,1025,35,31,21,8.35,8.71,9.09,28.0,50.0,22.0,57.94,67.52,56.64,71.44,80.03,35.65,41.75,73.27,62.88,97.6,82.84,25,6,0,96.0,88,94.67,26.21,4.82,37.74,42,8,51.07,61.56,90.13,78.76,72.58,80.18,81.37,79.72,78.78,Balanced multi-format,92.03,5.85,83.52,High-value starter,80.52,A,Shortlist
1257,42,Rehan Salt,Bangladesh,Somerset,LHB,Right-arm leg-spin,Left,Bowler,Lower-order hitter,186,70,2019,7,5,7,13,7,10,23,19.6,0.55,0.57,117.5,47.2,13.0,3.0,1,0,19.57,5.11,19,97.07,40.0,2.0,0.0,0.17,9,8,6,39.13,34.78,26.09,114.8,90.4,115.2,50.31,86.17,75.92,78.16,73.14,65.13,78.69,68.92,57.96,87.4,43.7,58.19,48,207.4,1244,1383.4,1.14,28.82,6.67,25.92,587,19,19,10,6.31,6.71,6.97,28.0,50.0,22.0,76.55,86.61,77.18,100.0,92.0,54.83,56.4,93.18,86.15,100.0,94.83,11,2,0,89.83,82,79.8,30.09,0.57,27.48,5,12,43.0,52.16,71.96,64.51,70.45,83.58,85.31,86.82,81.44,Balanced multi-format,78.39,24.9,82.81,High-value starter,84.84,A,Priority target
1258,20,Mark Wood,Afghanistan,Kent,RHB,Right-arm off-spin,Right,Utility,Flexible,171,75,2021,5,2,4,7,3,4,150,124.5,7.5,8.33,120.5,23.5,13.1,19.6,3,1,31.12,3.21,132,106.04,18.0,2.0,0.0,0.0,40,79,31,26.67,52.67,20.67,119.6,119.3,140.5,66.03,62.67,78.45,99.33,85.44,81.33,99.68,78.1,82.37,95.51,64.39,76.67,14,63.3,380,461.1,0.7,32.93,7.28,27.14,89,5,5,4,6.22,7.18,7.84,28.0,50.0,22.0,61.84,60.71,58.42,80.18,72.21,54.02,42.89,71.55,67.98,93.57,81.67,7,2,2,94.4,90,91.33,25.22,8.5,30.85,79,8,56.17,46.92,65.32,79.17,70.45,75.03,76.41,73.47,78.36,Balanced multi-format,91.06,16.04,80.46,High-value starter,76.21,B+,Shortlist
1259,106,Jack Potts,Ireland,Sussex,LHB,Left-arm orthodox,Left,Bowler,Lower-order hitter,182,80,2018,8,14,19,33,19,21,65,53.7,0.61,0.66,121.1,40.3,11.5,7.5,2,0,26.84,3.73,57,106.2,99.0,7.0,0.0,0.2,26,19,20,40.0,29.23,30.77,122.3,108.7,119.6,47.93,86.0,80.97,88.21,76.74,68.7,85.81,67.16,61.68,89.39,45.48,60.51,132,566.9,3401,4387.5,1.25,33.24,7.74,25.77,1371,38,52,42,7.41,7.85,7.96,28.0,50.0,22.0,63.05,71.43,66.27,83.82,96.38,44.18,50.35,84.5,72.48,100.0,89.25,25,5,0,94.1,84,86.07,32.59,0.68,30.58,7,15,47.78,52.59,86.98,62.88,72.54,80.03,84.73,85.25,72.5,Red-ball leaning,79.4,16.83,80.95,High-value starter,82.39,A,Priority target
1260,32,Joe Woakes,Zimbabwe,Surrey,RHB,Medium pace,Right,Utility,Flexible,167,64,2009,17,4,6,11,5,6,676,486.3,21.12,23.31,139.0,28.4,16.6,112.2,18,7,19.45,5.14,562,115.56,29.0,3.0,46.62,6.99,216,268,192,31.95,39.64,28.4,139.8,137.8,147.4,55.83,88.71,88.41,100.0,92.08,81.13,100.0,88.55,100.0,100.0,100.0,100.0,10,51.7,310,494.1,0.31,49.41,9.55,31.04,88,4,3,3,9.27,9.98,10.26,28.0,50.0,22.0,39.63,42.1,38.1,51.34,51.16,25.57,27.6,48.5,43.78,57.3,51.72,10,3,0,91.3,86,88.13,24.9,20.51,50.39,180,3,55.0,34.45,77.37,75.86,67.28,75.63,59.46,75.19,70.51,Balanced multi-format,93.47,13.26,70.17,Strong squad asset,64.81,C+,Monitor
1261,28,Umesh Siraj,India,Nottinghamshire,LHB,Right-arm off-spin,Left,Utility,Flexible,178,69,2010,16,3,5,10,4,6,78,67.2,2.79,3.0,116.0,40.8,12.6,9.8,2,0,33.62,2.97,70,104.1,26.0,2.0,0.0,0.9,33,23,22,42.31,29.49,28.21,109.4,121.9,122.7,60.2,81.38,75.88,94.35,77.84,73.11,88.68,70.67,66.28,89.04,50.26,63.96,0,10.3,62,90.0,0.0,0.0,8.77,0.0,25,0,0,0,8.73,8.83,8.2,28.0,50.0,22.0,50.64,62.08,61.56,69.7,100.0,29.43,43.09,78.02,62.09,75.24,72.65,9,1,0,90.77,86,87.87,4.6,2.7,0.0,25,0,37.18,47.95,74.35,68.3,69.96,76.12,72.23,72.81,73.88,Balanced multi-format,84.87,14.44,75.72,High-value starter,72.68,B+,Shortlist
1262,36,Zak Woakes,England,Hampshire,RHB,Right-arm leg-spin,Right,Bowler,Lower-order hitter,189,74,2011,15,5,6,11,6,8,20,18.3,0.56,0.59,109.5,42.5,3.2,0.6,0,0,0.0,0.0,20,109.5,34.0,2.0,0.0,0.18,5,10,5,25.0,50.0,25.0,105.1,101.8,116.3,58.59,68.0,67.54,90.78,71.95,69.26,88.66,47.74,58.56,77.83,42.55,55.37,52,221.2,1327,1855.9,1.44,35.69,8.39,25.52,564,20,16,16,8.72,8.46,9.09,28.0,50.0,22.0,55.07,68.35,57.43,76.04,100.0,33.96,44.64,82.12,64.28,100.0,86.6,10,3,0,95.93,76,73.4,37.37,0.54,35.21,5,15,30.95,55.13,66.97,58.99,65.14,70.63,78.29,77.58,64.54,Red-ball leaning,67.4,41.53,72.82,Strong squad asset,75.4,B+,Shortlist
1263,61,Usman Wade,Australia,Middlesex,LHB,Medium pace,Left,Utility,Flexible,174,79,2010,16,7,12,21,9,12,692,584.5,11.34,12.58,118.4,32.4,16.3,112.8,18,7,23.38,4.28,578,98.89,55.0,6.0,0.0,3.77,302,242,148,43.64,34.97,21.39,121.9,115.4,123.8,51.46,76.77,83.65,91.17,76.95,71.31,100.0,79.42,92.91,92.2,71.08,81.82,0,22.4,134,208.5,0.0,0.0,9.32,0.0,43,0,0,0,9.27,9.24,9.43,28.0,50.0,22.0,41.28,51.24,46.71,56.96,100.0,24.57,32.7,70.31,49.45,66.96,63.42,16,3,0,88.08,88,92.07,11.78,11.83,0.0,113,0,51.0,46.88,78.54,72.62,65.74,75.52,66.27,80.69,69.3,Red-ball leaning,83.71,11.08,71.23,Strong squad asset,69.76,B,Monitor
1264,24,Kane Sears,New Zealand,Leicestershire,RHB,Right-arm off-spin,Right,Utility,Flexible,185,84,2013,13,3,4,8,3,6,439,349.5,18.29,19.95,125.6,27.6,18.0,79.0,11,6,20.56,4.86,359,102.71,22.0,2.0,0.0,5.99,152,169,118,34.62,38.5,26.88,120.3,119.8,139.9,65.03,87.76,80.73,95.2,87.71,80.87,100.0,89.06,100.0,100.0,91.31,95.65,0,8.8,53,74.6,0.0,0.0,8.48,0.0,15,0,0,0,8.55,8.3,8.78,28.0,50.0,22.0,44.16,54.44,50.4,65.84,100.0,31.05,35.28,74.38,55.02,71.11,67.9,8,2,0,98.0,86,87.6,16.76,19.16,0.0,192,0,58.11,49.85,74.17,81.78,70.05,82.82,69.38,83.28,75.27,Red-ball leaning,72.83,14.62,71.42,Strong squad asset,73.34,B+,Shortlist
1265,23,Ryan Elgar,South Africa,Lancashire,LHB,Right-arm pace,Left,Bowler,Lower-order hitter,170,68,2014,12,3,4,7,4,5,6,5.8,0.26,0.27,104.2,41.4,7.2,0.4,0,0,0.0,0.0,6,104.2,22.0,1.0,0.0,0.08,2,2,2,33.33,33.33,33.33,99.9,101.9,112.5,59.66,98.67,68.34,85.33,72.96,69.34,83.85,55.22,57.65,78.57,40.54,54.32,29,124.4,747,1285.4,1.26,44.32,10.33,25.74,309,9,14,6,10.03,10.37,10.64,28.0,50.0,22.0,42.95,52.73,41.7,48.22,97.05,20.86,31.8,66.66,44.62,100.0,77.82,7,1,0,85.52,82,78.53,32.71,0.27,41.52,3,11,39.88,58.8,77.28,54.07,63.03,71.28,74.04,69.85,50.14,Red-ball leaning,89.46,23.61,73.12,Strong squad asset,68.42,B,Monitor
1266,50,Faheem Khan,Pakistan,Yorkshire,RHB,Medium pace,Right,Utility,Flexible,181,73,2014,12,6,10,18,8,8,250,212.6,5.0,5.56,117.6,34.5,15.7,39.2,7,2,23.62,4.23,210,98.78,45.0,5.0,0.0,1.67,93,98,59,37.2,39.2,23.6,106.5,112.3,120.6,60.81,81.2,74.05,90.65,75.76,72.72,89.03,76.83,74.09,90.73,55.94,69.18,40,178.3,1070,1335.7,0.8,33.39,7.49,26.75,369,10,20,10,7.64,7.49,8.51,28.0,50.0,22.0,56.78,68.73,57.34,83.84,76.86,40.84,42.13,76.86,67.8,98.56,85.45,14,4,0,96.0,86,89.33,25.65,5.56,30.72,42,8,47.55,45.5,77.8,77.31,69.37,78.49,80.28,76.17,76.3,Balanced multi-format,73.56,12.57,77.8,High-value starter,78.66,A,Shortlist
1267,30,Suranga Liyanage,Sri Lanka,Essex,LHB,Right-arm off-spin,Left,Utility,Flexible,166,78,2016,10,3,6,10,4,7,353,256.9,11.77,13.07,137.4,34.9,18.4,65.0,9,5,18.35,5.45,287,111.71,27.0,3.0,0.0,3.92,137,116,100,38.81,32.86,28.33,135.2,127.8,145.8,58.13,88.38,87.44,100.0,91.45,80.45,100.0,91.84,96.91,100.0,78.68,88.57,3,23.0,138,208.6,0.1,69.54,9.07,46.0,48,1,1,1,8.78,9.48,9.9,28.0,50.0,22.0,46.9,51.7,43.84,61.96,30.09,29.25,31.02,47.73,51.85,49.36,49.58,10,2,0,90.4,86,88.0,13.16,13.34,70.93,106,1,62.71,29.27,75.09,69.07,68.13,76.55,58.04,73.15,73.59,Balanced multi-format,91.02,14.12,69.39,Strong squad asset,64.17,C+,Monitor
1268,27,Hayden Seales,West Indies,Gloucestershire,RHB,Left-arm orthodox,Right,Utility,Flexible,177,83,2017,9,3,5,9,4,6,369,250.3,13.67,14.76,147.4,26.0,17.7,65.3,10,4,17.88,5.59,305,121.83,25.0,2.0,0.0,4.43,150,131,88,40.65,35.5,23.85,147.5,135.1,145.2,48.24,81.7,95.4,100.0,89.67,78.51,100.0,90.06,100.0,100.0,85.16,92.58,4,25.9,155,208.5,0.15,52.12,8.05,38.85,40,1,2,1,8.15,7.71,8.57,28.0,50.0,22.0,46.62,58.02,51.83,70.9,36.81,34.95,36.65,55.1,58.16,57.4,57.02,9,2,0,94.8,86,87.8,15.03,15.35,52.3,130,2,65.42,34.86,72.9,74.8,69.1,78.08,62.42,76.16,76.09,Balanced multi-format,76.58,14.98,68.69,Strong squad asset,67.9,B,Monitor
1269,109,Craig Overton,Bangladesh,Durham,LHB,Left-arm orthodox,Left,Bowler,Lower-order hitter,188,67,2014,12,15,19,34,19,22,0,0.0,0.0,0.0,91.3,26.4,15.8,0.0,0,0,0.0,0.0,0,0.0,102.0,7.0,0.0,0.0,0,0,0,0.0,0.0,0.0,77.4,96.4,103.1,69.71,0.0,49.55,48.2,59.08,62.28,0.0,70.84,0.0,73.88,35.28,36.11,145,620.0,3720,4879.1,1.33,33.65,7.87,25.65,982,50,72,23,7.85,8.38,8.15,28.0,50.0,22.0,51.79,55.36,57.01,73.66,99.99,41.02,42.02,77.39,62.36,100.0,84.94,26,5,0,96.82,84,86.27,34.13,0.0,33.2,0,16,19.86,52.72,57.52,48.52,59.51,42.73,74.47,71.42,61.51,Red-ball leaning,81.5,27.05,73.63,Strong squad asset,71.27,B,Monitor
1270,73,Jonny Sibley,Afghanistan,Warwickshire,RHB,Right-arm pace,Right,Bowler,Lower-order hitter,173,72,2017,9,10,13,23,13,14,103,113.2,1.41,1.51,91.0,28.0,11.8,12.2,2,1,37.73,2.65,89,78.63,68.0,5.0,0.0,0.45,37,45,21,35.92,43.69,20.39,82.6,88.1,93.6,58.44,74.78,64.14,74.63,59.37,63.32,65.63,58.75,51.41,70.25,38.78,49.8,74,322.8,1937,2536.9,1.01,34.28,7.86,26.17,542,24,31,19,7.7,7.81,8.82,28.0,50.0,22.0,53.17,60.42,52.04,74.76,86.4,41.33,39.03,74.53,61.41,100.0,83.99,18,5,0,91.79,84,83.87,28.08,1.36,33.25,15,9,27.39,53.19,78.74,54.89,63.79,67.64,78.15,75.79,62.13,Red-ball leaning,75.75,20.7,74.34,Strong squad asset,74.47,B+,Shortlist
1271,6,Jonny Bethell,Ireland,Somerset,LHB,Left-arm orthodox,Left,Utility,Flexible,184,77,2021,5,0,1,2,0,3,42,29.6,7.0,7.0,141.7,32.9,16.9,7.1,2,0,14.82,6.75,34,114.71,6.0,0.0,0.0,0.0,11,21,10,26.19,50.0,23.81,131.1,141.5,144.7,60.43,68.0,81.58,100.0,89.26,80.34,97.86,87.82,77.79,100.0,67.94,78.42,0,2.2,13,19.3,0.0,0.0,8.77,0.0,4,0,0,0,7.93,8.82,10.17,28.0,50.0,22.0,52.3,55.05,40.28,64.96,100.0,36.63,28.19,74.25,53.16,70.67,67.19,4,0,0,100.0,90,90.4,7.14,6.44,0.0,77,0,47.13,46.95,66.36,72.8,64.83,74.15,66.47,73.12,73.05,Balanced multi-format,91.27,16.09,73.99,Strong squad asset,69.12,B,Monitor
1272,16,Moeen Woakes,Zimbabwe,Kent,RHB,Right-arm leg-spin,Right,Bowler,Lower-order hitter,169,82,2022,4,2,2,5,2,5,0,0.0,0.0,0.0,100.6,37.0,15.5,0.0,0,0,0.0,0.0,0,0.0,15.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,103.3,97.4,112.7,57.21,0.0,59.08,48.7,64.31,60.0,0.0,73.54,0.0,79.78,37.15,38.52,21,89.9,539,622.8,1.31,29.66,6.93,25.68,200,8,9,4,7.02,6.56,7.52,28.0,50.0,22.0,65.04,79.07,67.72,93.18,99.24,48.82,49.9,91.07,77.23,100.0,92.08,6,2,0,96.6,86,82.07,33.7,0.0,27.78,0,14,26.69,62.64,41.2,53.3,57.61,49.62,75.83,76.11,71.35,Balanced multi-format,82.24,34.65,76.53,High-value starter,74.99,B+,Shortlist
1273,98,Kuldeep Bishnoi,India,Sussex,LHB,Right-arm off-spin,Left,Bowler,Lower-order hitter,180,66,2019,7,13,17,31,17,20,58,54.5,0.59,0.63,106.4,43.6,4.3,2.5,1,0,54.51,1.83,54,99.06,92.0,6.0,0.0,0.19,26,15,17,44.83,25.86,29.31,92.9,107.2,111.1,63.96,76.34,68.77,84.83,70.54,68.92,80.38,48.34,56.65,76.43,41.79,54.17,119,511.9,3072,4177.4,1.21,35.1,8.16,25.81,1339,46,41,32,7.99,8.36,8.04,28.0,50.0,22.0,61.06,70.03,66.55,79.92,95.06,39.85,49.85,82.25,70.52,100.0,88.19,24,5,0,94.39,84,85.53,31.9,0.61,32.3,5,13,37.79,62.51,83.15,59.18,71.76,73.43,83.33,82.52,70.9,Red-ball leaning,92.63,18.41,83.17,High-value starter,80.68,A,Shortlist
1274,36,Craig Potts,England,Surrey,RHB,Left-arm orthodox,Right,Utility,Flexible,165,71,2009,17,4,7,12,5,8,20,17.3,0.56,0.61,115.5,30.6,8.1,1.6,0,0,0.0,0.0,20,115.5,33.0,3.0,0.0,0.18,8,6,6,40.0,30.0,30.0,113.0,103.2,120.7,55.9,86.0,78.73,87.98,76.6,72.05,93.49,60.06,64.7,85.25,44.61,59.8,32,141.2,847,1179.0,0.89,36.84,8.35,26.48,259,13,9,10,8.3,8.02,8.64,28.0,50.0,22.0,50.13,60.38,54.95,69.46,80.88,36.19,41.25,70.73,59.55,96.21,80.68,11,3,0,89.67,86,88.4,24.01,0.59,37.58,5,10,42.39,60.37,75.18,70.24,67.7,74.31,76.61,69.95,70.99,Balanced multi-format,81.04,13.91,76.59,High-value starter,74.15,B+,Shortlist
1275,22,Alex Abbott,Australia,Nottinghamshire,LHB,Medium pace,Left,Utility,Flexible,176,76,2010,16,2,4,7,3,6,229,162.1,10.41,12.05,141.3,32.2,19.2,44.0,6,3,18.01,5.55,187,115.38,19.0,3.0,0.0,3.62,59,102,68,25.76,44.54,29.69,143.6,135.9,158.6,61.5,78.92,87.2,100.0,99.02,85.1,100.0,98.02,94.71,100.0,77.55,87.45,4,24.1,144,190.1,0.18,47.53,7.9,36.1,46,1,2,1,7.71,8.03,8.75,28.0,50.0,22.0,53.91,61.1,53.06,76.72,40.51,38.97,37.6,59.36,62.74,63.16,62.11,8,1,2,95.04,86,87.47,13.93,12.05,47.69,104,2,60.1,34.16,69.61,74.78,71.62,78.36,65.61,74.81,78.44,Balanced multi-format,91.92,16.28,74.75,Strong squad asset,70.02,B,Monitor
1276,81,Jacob Blundell,New Zealand,Hampshire,RHB,Right-arm off-spin,Right,Utility,Flexible,187,81,2008,18,10,16,29,12,14,1234,961.8,15.23,16.9,128.3,31.2,17.0,209.8,36,11,20.46,4.89,1024,106.47,73.0,8.0,0.0,5.07,495,373,366,40.11,30.23,29.66,127.5,125.9,128.5,50.77,85.77,85.17,97.12,82.12,74.54,100.0,82.65,100.0,98.44,83.53,91.38,8,61.7,370,520.7,0.1,65.09,8.44,46.28,116,3,3,2,8.31,8.54,8.84,28.0,50.0,22.0,48.46,55.91,51.65,68.56,29.88,33.51,36.4,51.23,57.62,53.0,53.71,21,5,0,98.91,88,93.4,16.44,17.24,64.23,160,1,63.76,31.54,86.65,72.55,70.7,77.9,62.9,78.92,75.83,Balanced multi-format,83.33,7.64,70.59,Strong squad asset,68.69,B,Monitor
1277,101,Quinton Steyn,South Africa,Middlesex,LHB,Right-arm off-spin,Left,Batting All-rounder,Support bowler,172,65,2008,18,13,20,36,16,16,3115,1829.1,30.84,35.0,170.3,18.0,24.4,760.1,123,45,10.89,9.18,2353,128.64,89.0,12.0,70.0,10.5,947,1408,760,30.4,45.2,24.4,165.6,173.3,182.3,62.81,77.6,100.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,100.0,100.0,36,181.0,1086,1477.2,0.36,41.03,8.16,30.17,196,16,13,7,8.32,8.05,8.38,28.0,50.0,22.0,41.19,48.31,50.17,64.56,54.03,34.39,35.81,56.0,53.68,66.36,60.6,22,5,0,87.94,82,88.73,28.86,36.4,39.8,339,4,66.5,33.83,84.62,80.3,75.81,76.34,80.47,79.99,76.53,Balanced multi-format,66.92,22.45,76.3,High-value starter,79.59,A,Shortlist
